Gene identifier	baseMean	log2FoldChange	lfcSE	stat	p-value	p-adjusted
MSTRG.16671	1’899.5887	0.3910	0.1065	14.2001	2.6451E-03	5.7752E-03
MSTRG.9107	30.6685	1.2212	0.5637	14.1997	2.6456E-03	5.7756E-03
MSTRG.13611	2’269.0477	0.8125	0.2687	14.1830	2.6664E-03	5.8205E-03
MSTRG.22362	3’002.5291	-0.1171	0.2504	14.1820	2.6676E-03	5.8227E-03
ENSG00000005471.18	6.1223	-3.6071	1.1023	14.1796	2.6706E-03	5.8285E-03
ENSG00000261468.1	14.6576	-0.2593	0.6248	14.1795	2.6708E-03	5.8285E-03
MSTRG.5841	2’532.6230	-0.4312	0.1410	14.1769	2.6739E-03	5.8348E-03
MSTRG.19806	23’866.5707	0.0223	0.1346	14.1768	2.6741E-03	5.8348E-03
MSTRG.10576	4’203.0577	-0.2277	0.1616	14.1760	2.6751E-03	5.8365E-03
MSTRG.27917	3’904.6667	-0.5888	0.1701	14.1695	2.6833E-03	5.8536E-03
MSTRG.13606	30.4981	1.1796	0.4678	14.1692	2.6837E-03	5.8536E-03
MSTRG.17756	100.7271	-0.7104	0.2115	14.1692	2.6837E-03	5.8536E-03
ENSG00000214344.4	3.3454	2.8757	1.2618	14.1683	2.6848E-03	5.8555E-03
ENSG00000175697.10	19.8282	1.6331	0.5764	14.1675	2.6858E-03	5.8572E-03
MSTRG.11406	115.0633	0.3357	0.2450	14.1625	2.6921E-03	5.8703E-03
MSTRG.27176	2’429.1162	-0.2459	0.1431	14.1622	2.6924E-03	5.8705E-03
MSTRG.2906	4.0987	-2.5713	1.8476	14.1578	2.6980E-03	5.8821E-03
MSTRG.28342	80.6922	-0.8923	0.2458	14.1460	2.7131E-03	5.9144E-03
MSTRG.6292	4’576.9142	-0.1129	0.1011	14.1375	2.7238E-03	5.9373E-03
MSTRG.4044	3’314.3838	-0.4627	0.1646	14.1320	2.7309E-03	5.9521E-03
ENSG00000213373.7	2.2653	5.2718	1.6840	14.1297	2.7339E-03	5.9581E-03
MSTRG.27066	4’481.1699	0.1620	0.1929	14.1288	2.7350E-03	5.9600E-03
MSTRG.5704	79.0164	-0.2753	0.2873	14.1268	2.7375E-03	5.9650E-03
MSTRG.27984	2’889.8565	0.2794	0.1510	14.1213	2.7446E-03	5.9799E-03
MSTRG.8225	2.3167	2.0704	1.5832	14.1205	2.7456E-03	5.9816E-03
ENSG00000231231.5	3.7953	-0.0554	1.2889	14.1198	2.7465E-03	5.9829E-03
ENSG00000286591.1	8.1916	1.3782	0.7998	14.1192	2.7474E-03	5.9842E-03
MSTRG.2703	64.1159	-0.3263	0.3843	14.1178	2.7491E-03	5.9875E-03
MSTRG.18266	11’547.9323	-0.1469	0.1721	14.1173	2.7497E-03	5.9883E-03
ENSG00000267551.3	2.3673	4.5145	1.8190	14.1170	2.7501E-03	5.9886E-03
MSTRG.24645	7’932.2659	-0.3865	0.1322	14.1157	2.7518E-03	5.9918E-03
MSTRG.3405	156.3903	-0.9255	0.2943	14.1154	2.7522E-03	5.9921E-03
MSTRG.26543	851.5472	0.1890	0.2010	14.1132	2.7551E-03	5.9977E-03
MSTRG.12669	2’670.0019	0.3106	0.1203	14.1086	2.7610E-03	6.0102E-03
ENSG00000254720.1	2.2735	-1.9555	1.9450	14.0998	2.7724E-03	6.0345E-03
MSTRG.10640	215.7731	1.1750	0.6757	14.0986	2.7739E-03	6.0372E-03
ENSG00000184986.11	3.1784	3.3591	1.5894	14.0982	2.7745E-03	6.0379E-03
MSTRG.15564	19’881.8807	0.3151	0.0855	14.0966	2.7766E-03	6.0418E-03
MSTRG.3428	11.1667	0.8284	0.5673	14.0898	2.7854E-03	6.0605E-03
ENSG00000132321.17	3.7792	1.2585	1.0548	14.0881	2.7876E-03	6.0648E-03
MSTRG.9789	727.7723	0.3457	0.1362	14.0879	2.7879E-03	6.0649E-03
MSTRG.18135	589.1769	0.1107	0.2316	14.0865	2.7898E-03	6.0684E-03
MSTRG.28302	40.1976	-1.5992	0.4609	14.0854	2.7912E-03	6.0708E-03
MSTRG.24043	1’217.8663	-0.3983	0.1966	14.0841	2.7929E-03	6.0741E-03
MSTRG.24281	16.8898	-2.0895	0.5747	14.0797	2.7987E-03	6.0861E-03
MSTRG.9119	8’266.9893	0.1124	0.1361	14.0789	2.7997E-03	6.0877E-03
MSTRG.23307	17.2187	1.1554	0.5273	14.0770	2.8022E-03	6.0927E-03
ENSG00000183780.13	144.5406	0.8578	0.2603	14.0723	2.8083E-03	6.1054E-03
MSTRG.18369	3’417.6359	-0.2272	0.1003	14.0714	2.8095E-03	6.1074E-03
MSTRG.19361	5.4840	3.6578	1.1540	14.0507	2.8370E-03	6.1665E-03
ENSG00000229336.1	6.5074	4.3021	1.3153	14.0505	2.8373E-03	6.1666E-03
MSTRG.20627	1’404.3431	0.0103	0.2053	14.0493	2.8388E-03	6.1690E-03
MSTRG.899	21.6618	0.0556	0.5515	14.0493	2.8389E-03	6.1690E-03
MSTRG.4583	848.7847	-0.6952	0.2112	14.0471	2.8417E-03	6.1746E-03
MSTRG.26670	87.7234	0.5299	0.2524	14.0460	2.8432E-03	6.1773E-03
ENSG00000105499.14	18.3281	0.8187	0.4981	14.0441	2.8457E-03	6.1821E-03
MSTRG.27080	24.0957	-1.5215	0.4516	14.0433	2.8468E-03	6.1840E-03
MSTRG.9076	83.5581	1.2276	0.3788	14.0375	2.8545E-03	6.2001E-03
MSTRG.3908	1’234.9975	-0.3483	0.1024	14.0348	2.8581E-03	6.2075E-03
MSTRG.26590	74.9203	-0.0732	0.3322	14.0346	2.8584E-03	6.2075E-03
MSTRG.1964	76.7802	-0.6541	0.3022	14.0316	2.8625E-03	6.2157E-03
ENSG00000255028.5	2.8260	-2.4432	1.5399	14.0307	2.8637E-03	6.2179E-03
MSTRG.19239	3.9845	1.1956	0.9671	14.0301	2.8645E-03	6.2190E-03
MSTRG.7853	1’025.6895	0.0915	0.1234	14.0221	2.8752E-03	6.2417E-03
MSTRG.13872	2’066.9936	-0.0170	0.1447	14.0208	2.8769E-03	6.2449E-03
MSTRG.23643	29.5528	1.5430	0.4319	14.0187	2.8798E-03	6.2504E-03
MSTRG.26520	279.8734	-0.5893	0.2398	14.0186	2.8800E-03	6.2504E-03
ENSG00000133067.17	3.7434	-3.8079	1.9766	14.0184	2.8803E-03	6.2505E-03
ENSG00000237999.2	26.8267	3.5646	1.0656	14.0173	2.8818E-03	6.2531E-03
MSTRG.20747	22.3088	1.8871	0.5295	14.0170	2.8821E-03	6.2534E-03
MSTRG.9682	3.6612	5.6659	1.8104	14.0156	2.8840E-03	6.2569E-03
MSTRG.3535	49.3772	-1.0419	0.3856	14.0115	2.8895E-03	6.2683E-03
ENSG00000122188.13	3.4263	0.9145	1.3745	14.0082	2.8940E-03	6.2773E-03
MSTRG.19456	3’991.0406	-0.0499	0.1296	14.0061	2.8969E-03	6.2831E-03
MSTRG.11044	317.4279	-0.5508	0.1664	14.0047	2.8988E-03	6.2866E-03
MSTRG.25644	576.3494	-0.0628	0.1178	14.0027	2.9015E-03	6.2920E-03
MSTRG.15430	108.9278	0.9036	0.2513	14.0014	2.9033E-03	6.2953E-03
MSTRG.22802	24.4474	-1.9249	0.6697	14.0006	2.9043E-03	6.2970E-03
MSTRG.2859	80.1663	0.5271	0.2389	13.9991	2.9064E-03	6.3008E-03
MSTRG.6321	11’674.7942	0.1014	0.1150	13.9910	2.9175E-03	6.3243E-03
MSTRG.13688	4’862.8703	0.0997	0.1451	13.9903	2.9184E-03	6.3258E-03
MSTRG.5613	33.7779	-0.6855	0.3747	13.9886	2.9208E-03	6.3303E-03
MSTRG.605	2’398.9075	-0.1973	0.1319	13.9838	2.9273E-03	6.3440E-03
ENSG00000089250.19	3.6642	1.3517	1.7378	13.9790	2.9339E-03	6.3576E-03
MSTRG.14178	1’851.5295	-0.4616	0.1433	13.9741	2.9406E-03	6.3715E-03
MSTRG.26234	814.7836	-0.3570	0.1437	13.9709	2.9450E-03	6.3805E-03
ENSG00000186787.8	162.4439	0.4459	0.2915	13.9706	2.9454E-03	6.3808E-03
MSTRG.21173	2’239.9466	-0.0081	0.1175	13.9693	2.9472E-03	6.3842E-03
MSTRG.2133	36’538.3926	-0.4413	0.1214	13.9689	2.9478E-03	6.3846E-03
MSTRG.7935	6.6155	1.3614	1.0734	13.9688	2.9479E-03	6.3846E-03
MSTRG.19202	4’426.4514	-0.7015	0.2873	13.9678	2.9493E-03	6.3869E-03
MSTRG.23520	215.6054	0.3587	0.2492	13.9620	2.9574E-03	6.4038E-03
MSTRG.13155	2.1345	3.4413	1.7204	13.9547	2.9674E-03	6.4250E-03
ENSG00000224409.1	8.0094	3.6984	1.1696	13.9517	2.9717E-03	6.4337E-03
MSTRG.878	16.8552	-2.0883	0.5751	13.9498	2.9744E-03	6.4389E-03
MSTRG.16043	3’535.2439	-0.0553	0.2345	13.9437	2.9828E-03	6.4565E-03
ENSG00000228055.3	2.7630	1.1822	1.5472	13.9410	2.9866E-03	6.4642E-03
MSTRG.1310	712.6248	-0.4805	0.2245	13.9388	2.9896E-03	6.4702E-03
MSTRG.12575	173.2413	-0.3210	0.2220	13.9382	2.9905E-03	6.4715E-03
MSTRG.15577	3’418.5787	0.4317	0.1396	13.9363	2.9932E-03	6.4767E-03
MSTRG.13952	3’611.4631	-0.5193	0.1524	13.9359	2.9938E-03	6.4774E-03
ENSG00000179213.13	2.0267	5.3343	2.0359	13.9352	2.9946E-03	6.4787E-03
MSTRG.5377	3’048.5577	0.6466	0.1882	13.9332	2.9975E-03	6.4843E-03
MSTRG.14668	50.8236	-1.0110	0.3594	13.9322	2.9989E-03	6.4867E-03
MSTRG.19478	7’616.8540	0.2458	0.1355	13.9314	3.0000E-03	6.4885E-03
MSTRG.15618	6’988.8039	-0.5541	0.1700	13.9301	3.0019E-03	6.4920E-03
MSTRG.24668	422.3321	-0.2961	0.1521	13.9270	3.0062E-03	6.5007E-03
MSTRG.9177	8’448.4909	-0.4026	0.1345	13.9250	3.0090E-03	6.5063E-03
MSTRG.14473	1’513.2797	-0.1018	0.1445	13.9246	3.0095E-03	6.5068E-03
ENSG00000130203.10	24.7083	-1.6852	0.7956	13.9194	3.0170E-03	6.5224E-03
MSTRG.4277	5’865.1472	0.4814	0.1451	13.9179	3.0191E-03	6.5264E-03
MSTRG.27014	3’283.2517	-0.3463	0.1315	13.9096	3.0308E-03	6.5510E-03
MSTRG.16369	6.1773	1.5617	0.7796	13.9031	3.0401E-03	6.5704E-03
ENSG00000255446.1	40.2260	0.2938	0.3375	13.9021	3.0414E-03	6.5728E-03
ENSG00000261888.1	2.3840	-5.5035	1.9219	13.9017	3.0421E-03	6.5736E-03
MSTRG.24819	34.3216	-0.5295	0.3902	13.9009	3.0432E-03	6.5755E-03
MSTRG.24641	1’097.8188	-0.2876	0.1126	13.8997	3.0449E-03	6.5784E-03
MSTRG.4510	1’520.0886	0.0634	0.1130	13.8992	3.0457E-03	6.5796E-03
MSTRG.20079	272.8950	-0.7245	0.2316	13.8965	3.0495E-03	6.5873E-03
ENSG00000280587.1	2.8406	5.4952	1.7729	13.8953	3.0512E-03	6.5903E-03
MSTRG.26090	5’940.1152	-0.1668	0.1262	13.8917	3.0563E-03	6.6007E-03
MSTRG.4308	968.2092	-0.1143	0.2175	13.8895	3.0595E-03	6.6071E-03
MSTRG.26927	5.3764	1.7983	1.7517	13.8851	3.0657E-03	6.6199E-03
MSTRG.14276	15.2196	-1.0029	0.6596	13.8849	3.0660E-03	6.6200E-03
MSTRG.18053	20.1608	-1.4244	0.4345	13.8843	3.0670E-03	6.6214E-03
MSTRG.12877	33.2897	-1.2190	0.4685	13.8803	3.0727E-03	6.6333E-03
MSTRG.10349	41.2700	-0.9188	1.0544	13.8795	3.0738E-03	6.6350E-03
MSTRG.2393	15’333.3131	-0.3038	0.0886	13.8767	3.0779E-03	6.6429E-03
ENSG00000137857.17	23.5501	1.1829	0.4788	13.8766	3.0780E-03	6.6429E-03
MSTRG.23187	100.4047	0.6583	0.2244	13.8692	3.0888E-03	6.6655E-03
ENSG00000280083.1	9.4089	1.0675	0.9266	13.8660	3.0933E-03	6.6748E-03
MSTRG.26407	2’148.6263	-0.3224	0.1679	13.8530	3.1123E-03	6.7150E-03
MSTRG.17775	98.0772	-0.2456	0.2328	13.8436	3.1259E-03	6.7438E-03
MSTRG.18679	1’377.2147	0.0147	0.1630	13.8402	3.1310E-03	6.7541E-03
MSTRG.27741	3’398.2922	0.3648	0.1238	13.8396	3.1319E-03	6.7554E-03
MSTRG.3895	2’202.5560	-0.9692	0.2963	13.8388	3.1330E-03	6.7572E-03
MSTRG.12411	12.4591	0.9432	0.7417	13.8365	3.1364E-03	6.7640E-03
MSTRG.14937	141’031.9101	-0.3970	0.2681	13.8322	3.1426E-03	6.7769E-03
MSTRG.26629	3’276.3393	0.1632	0.1198	13.8226	3.1568E-03	6.8068E-03
MSTRG.21129	1’360.9867	0.1446	0.1343	13.8221	3.1576E-03	6.8079E-03
ENSG00000227105.1	4.0558	4.8399	1.4604	13.8206	3.1597E-03	6.8119E-03
MSTRG.16310	29.4393	-0.9226	0.4189	13.8161	3.1665E-03	6.8259E-03
MSTRG.24493	575.0620	-0.3865	0.1511	13.8138	3.1699E-03	6.8325E-03
MSTRG.27727	20’636.6273	0.4306	0.1884	13.8118	3.1728E-03	6.8382E-03
MSTRG.4926	2’484.3060	-0.2688	0.1351	13.8111	3.1739E-03	6.8399E-03
MSTRG.16055	3’034.2888	0.2454	0.1552	13.8097	3.1760E-03	6.8439E-03
MSTRG.18378	858.1769	-0.1551	0.2508	13.8078	3.1787E-03	6.8492E-03
MSTRG.19430	59.2035	-0.8381	0.3356	13.8075	3.1792E-03	6.8496E-03
MSTRG.18732	29’669.3251	0.2956	0.1283	13.8067	3.1805E-03	6.8517E-03
MSTRG.10149	230.1398	0.1895	0.1963	13.7998	3.1907E-03	6.8731E-03
ENSG00000227718.1	2.1790	-4.5152	1.8789	13.7974	3.1943E-03	6.8801E-03
MSTRG.7352	2’917.1757	0.3073	0.0929	13.7938	3.1997E-03	6.8912E-03
MSTRG.18089	2’744.5396	0.3671	0.0997	13.7927	3.2014E-03	6.8942E-03
MSTRG.2521	3’871.3209	0.1109	0.0936	13.7917	3.2028E-03	6.8967E-03
MSTRG.19783	2’722.9558	-0.2070	0.0854	13.7898	3.2057E-03	6.9024E-03
MSTRG.13650	2’251.5393	0.5001	0.1727	13.7890	3.2069E-03	6.9042E-03
MSTRG.24384	2’879.6960	0.0940	0.1366	13.7884	3.2078E-03	6.9056E-03
MSTRG.16413	22’704.3896	-0.3116	0.1898	13.7866	3.2106E-03	6.9109E-03
MSTRG.12946	5.0688	-0.4908	0.9308	13.7850	3.2129E-03	6.9153E-03
MSTRG.28361	18.8738	-1.4153	0.7130	13.7848	3.2132E-03	6.9153E-03
MSTRG.14441	3’815.9029	-0.3712	0.1016	13.7728	3.2313E-03	6.9536E-03
ENSG00000124467.19	2.8558	2.3656	1.4260	13.7713	3.2335E-03	6.9578E-03
ENSG00000182621.18	8.0223	1.7005	1.1044	13.7678	3.2389E-03	6.9688E-03
MSTRG.12969	227.6612	0.3551	0.6600	13.7657	3.2421E-03	6.9750E-03
MSTRG.17311	227.8125	-0.3863	0.2691	13.7600	3.2507E-03	6.9929E-03
MSTRG.2252	12.9195	2.1807	0.8455	13.7598	3.2510E-03	6.9930E-03
MSTRG.16174	2’210.0339	-0.4351	0.1302	13.7581	3.2536E-03	6.9979E-03
MSTRG.4128	8’561.3594	-0.3450	0.1223	13.7572	3.2549E-03	6.9998E-03
MSTRG.4586	780.3270	-0.5437	0.1530	13.7571	3.2551E-03	6.9998E-03
MSTRG.19101	5’586.3769	-0.3469	0.1010	13.7568	3.2556E-03	7.0003E-03
MSTRG.10497	63.4483	0.0366	0.3085	13.7509	3.2646E-03	7.0190E-03
MSTRG.19081	14’737.4046	0.4821	0.1849	13.7459	3.2722E-03	7.0344E-03
MSTRG.22534	290.3393	-0.5689	0.1654	13.7458	3.2724E-03	7.0344E-03
MSTRG.24740	548.6234	-0.3604	0.1794	13.7453	3.2732E-03	7.0356E-03
MSTRG.2593	11.4438	2.5680	0.9202	13.7429	3.2769E-03	7.0430E-03
MSTRG.25177	2’865.8989	0.3496	0.1694	13.7420	3.2782E-03	7.0447E-03
MSTRG.5698	930.7179	-0.4982	0.1720	13.7420	3.2783E-03	7.0447E-03
MSTRG.17386	1’865.5876	0.1778	0.1388	13.7374	3.2853E-03	7.0592E-03
MSTRG.5884	6’696.1685	-0.4141	0.1220	13.7370	3.2859E-03	7.0597E-03
MSTRG.24048	20.9383	-0.1748	0.5107	13.7367	3.2863E-03	7.0600E-03
ENSG00000249631.6	4.0469	1.3036	1.1456	13.7349	3.2891E-03	7.0654E-03
MSTRG.8835	52.6544	1.1516	0.3839	13.7318	3.2940E-03	7.0752E-03
MSTRG.244	245.3903	-0.0221	0.3531	13.7310	3.2951E-03	7.0770E-03
MSTRG.23344	3.8784	4.5952	1.4307	13.7273	3.3008E-03	7.0886E-03
MSTRG.26236	2’703.0604	-0.4235	0.1409	13.7254	3.3037E-03	7.0942E-03
MSTRG.13006	5’557.7977	0.3613	0.1837	13.7250	3.3044E-03	7.0951E-03
MSTRG.4755	2’055.9732	0.6078	0.1881	13.7197	3.3126E-03	7.1120E-03
MSTRG.25940	809.6177	-0.5860	0.1807	13.7028	3.3389E-03	7.1675E-03
MSTRG.4706	5.4123	-0.5116	0.8533	13.7027	3.3391E-03	7.1675E-03
MSTRG.10842	7’916.0256	0.1988	0.1353	13.7025	3.3395E-03	7.1677E-03
MSTRG.6510	7’749.5240	0.3404	0.1331	13.6980	3.3465E-03	7.1822E-03
MSTRG.7358	98.1157	0.2663	0.3875	13.6972	3.3477E-03	7.1841E-03
MSTRG.15048	126.2041	0.7810	0.2570	13.6966	3.3486E-03	7.1853E-03
MSTRG.12602	2’709.1311	-0.0781	0.1500	13.6959	3.3497E-03	7.1872E-03
ENSG00000268401.2	7.8879	-3.3701	1.1268	13.6934	3.3536E-03	7.1949E-03
MSTRG.21189	4’014.4244	-0.3952	0.1253	13.6931	3.3541E-03	7.1954E-03
MSTRG.543	3’180.7535	-0.1974	0.1807	13.6922	3.3555E-03	7.1976E-03
MSTRG.17384	25’296.0006	-0.7099	0.2634	13.6879	3.3623E-03	7.2116E-03
MSTRG.5375	11.8261	-0.0300	0.7756	13.6864	3.3646E-03	7.2160E-03
MSTRG.13294	4’968.7044	-0.5469	0.1592	13.6826	3.3707E-03	7.2283E-03
MSTRG.22576	462.9470	0.1331	0.2253	13.6819	3.3717E-03	7.2298E-03
MSTRG.1557	461.2684	0.5938	0.2317	13.6777	3.3784E-03	7.2428E-03
MSTRG.14440	9’385.8547	-0.2463	0.1002	13.6777	3.3784E-03	7.2428E-03
MSTRG.17723	41.5606	-1.0793	2.0521	13.6760	3.3810E-03	7.2478E-03
MSTRG.12986	4’046.0687	-0.0577	0.2050	13.6744	3.3836E-03	7.2528E-03
MSTRG.2842	2’466.4622	0.1228	0.1243	13.6629	3.4018E-03	7.2911E-03
MSTRG.2937	3’802.9530	-0.3991	0.1782	13.6586	3.4087E-03	7.3053E-03
MSTRG.15129	17.5450	0.4408	0.4917	13.6579	3.4098E-03	7.3065E-03
MSTRG.14215	654.1206	-0.6515	0.2327	13.6578	3.4099E-03	7.3065E-03
ENSG00000228818.1	35.7144	1.1167	0.4092	13.6556	3.4135E-03	7.3135E-03
MSTRG.6171	53.6338	-0.1703	0.2796	13.6548	3.4147E-03	7.3155E-03
MSTRG.25273	35.3074	0.2308	0.4671	13.6546	3.4151E-03	7.3155E-03
MSTRG.9125	388.7116	0.0901	0.1797	13.6543	3.4155E-03	7.3155E-03
MSTRG.27842	63.8805	0.9610	0.4095	13.6542	3.4156E-03	7.3155E-03
MSTRG.213	16.6570	-3.2108	0.9650	13.6515	3.4200E-03	7.3242E-03
MSTRG.14145	6’359.1655	-0.4088	0.1228	13.6417	3.4358E-03	7.3573E-03
ENSG00000100346.18	7.6124	3.5668	1.0483	13.6333	3.4493E-03	7.3857E-03
ENSG00000173227.14	81.3414	1.1057	0.5119	13.6247	3.4631E-03	7.4145E-03
MSTRG.15459	49’177.5820	0.0709	0.0997	13.6228	3.4663E-03	7.4207E-03
ENSG00000249406.3	8.1746	0.7556	1.1334	13.6199	3.4709E-03	7.4299E-03
ENSG00000176402.6	13.7556	-1.0515	0.7221	13.6181	3.4739E-03	7.4357E-03
MSTRG.22696	5’465.0154	-0.1861	0.1282	13.6130	3.4821E-03	7.4526E-03
ENSG00000224904.1	5.8151	3.8788	1.4746	13.6118	3.4841E-03	7.4562E-03
MSTRG.16604	6.5058	-1.1399	0.9404	13.6090	3.4887E-03	7.4652E-03
MSTRG.21111	906.6312	0.2356	0.1129	13.6062	3.4932E-03	7.4744E-03
MSTRG.14150	2’606.2255	-0.6695	0.2706	13.6016	3.5007E-03	7.4897E-03
MSTRG.7519	2’659.2638	-0.2073	0.1140	13.6001	3.5032E-03	7.4944E-03
ENSG00000279805.1	6.1670	4.4437	1.4214	13.5976	3.5073E-03	7.5025E-03
MSTRG.21385	88’886.1555	-0.4979	0.2554	13.5931	3.5147E-03	7.5176E-03
MSTRG.11622	3.3688	3.8116	1.3986	13.5856	3.5270E-03	7.5433E-03
MSTRG.21921	1’271.4837	0.1029	0.1296	13.5840	3.5298E-03	7.5485E-03
MSTRG.16006	26.6418	1.0364	0.5166	13.5832	3.5311E-03	7.5507E-03
MSTRG.15229	5’427.9245	0.5103	0.1607	13.5791	3.5377E-03	7.5642E-03
MSTRG.19042	1’211.7079	-0.4313	0.1791	13.5748	3.5449E-03	7.5788E-03
MSTRG.16593	551.5277	0.4047	0.1286	13.5730	3.5480E-03	7.5847E-03
MSTRG.14114	645.9319	0.5932	0.2299	13.5703	3.5525E-03	7.5937E-03
MSTRG.3915	377.8011	-0.0849	0.1647	13.5678	3.5565E-03	7.6016E-03
MSTRG.20513	7’689.9389	-0.0501	0.1484	13.5662	3.5593E-03	7.6061E-03
MSTRG.3440	8.7448	2.5851	0.7539	13.5662	3.5593E-03	7.6061E-03
MSTRG.7437	5’950.0935	0.1868	0.0944	13.5651	3.5611E-03	7.6094E-03
MSTRG.27327	69.1425	0.8468	0.3622	13.5637	3.5634E-03	7.6137E-03
MSTRG.19985	34.9745	-0.2910	0.5033	13.5580	3.5728E-03	7.6331E-03
MSTRG.21368	13.3940	2.8363	0.7841	13.5567	3.5751E-03	7.6369E-03
MSTRG.11592	5’584.1198	-0.2655	0.1108	13.5566	3.5753E-03	7.6369E-03
MSTRG.6447	16’000.9538	0.3626	0.1371	13.5557	3.5768E-03	7.6396E-03
MSTRG.6758	3’149.0001	-0.1099	0.0983	13.5547	3.5784E-03	7.6423E-03
MSTRG.8161	18.8366	-2.4844	0.7238	13.5510	3.5846E-03	7.6549E-03
MSTRG.1536	4.5594	4.8434	1.5247	13.5506	3.5852E-03	7.6555E-03
MSTRG.12936	7’224.8660	0.4390	0.1468	13.5482	3.5894E-03	7.6636E-03
MSTRG.3998	10.3813	2.5475	0.9690	13.5471	3.5911E-03	7.6666E-03
MSTRG.3594	3’926.3270	-0.7132	0.2102	13.5425	3.5989E-03	7.6827E-03
MSTRG.18304	11.8487	1.1096	0.6192	13.5384	3.6058E-03	7.6966E-03
MSTRG.1327	85.0072	0.5931	0.2172	13.5342	3.6128E-03	7.7110E-03
MSTRG.4182	23.3486	-1.7986	0.5050	13.5339	3.6134E-03	7.7114E-03
MSTRG.13653	14’535.7542	0.2263	0.1670	13.5332	3.6146E-03	7.7133E-03
MSTRG.2726	3’437.2650	-0.4606	0.2075	13.5221	3.6334E-03	7.7527E-03
MSTRG.17272	29.5080	0.7967	0.4414	13.5210	3.6353E-03	7.7561E-03
ENSG00000233822.4	119.7615	0.5516	0.2877	13.5188	3.6390E-03	7.7634E-03
ENSG00000257611.1	8.3800	1.9635	0.9260	13.5185	3.6396E-03	7.7639E-03
MSTRG.4483	380.3318	-0.5696	0.2082	13.5182	3.6400E-03	7.7642E-03
MSTRG.365	10.0074	2.8050	1.8785	13.5169	3.6422E-03	7.7681E-03
ENSG00000111732.11	24.4096	0.9336	0.5884	13.5164	3.6431E-03	7.7694E-03
MSTRG.16370	9’324.6117	-0.5113	0.1864	13.5153	3.6450E-03	7.7727E-03
MSTRG.16379	1’848.9207	0.5630	0.1567	13.5130	3.6489E-03	7.7804E-03
MSTRG.18517	9’546.8086	-1.0169	0.2751	13.5105	3.6532E-03	7.7887E-03
MSTRG.8684	1’491.6707	0.2584	0.1564	13.5086	3.6565E-03	7.7951E-03
MSTRG.13996	2’601.0409	-0.0031	0.2078	13.5081	3.6572E-03	7.7960E-03
ENSG00000233427.1	17.4872	1.3186	0.5190	13.5026	3.6667E-03	7.8156E-03
MSTRG.21824	362.8728	0.1222	0.2511	13.5018	3.6681E-03	7.8178E-03
MSTRG.18617	2’289.5476	-0.3191	0.1562	13.4994	3.6722E-03	7.8259E-03
MSTRG.24028	23.6375	-0.1865	0.5309	13.4980	3.6746E-03	7.8302E-03
MSTRG.7244	3’444.5954	-0.3740	0.1047	13.4965	3.6772E-03	7.8350E-03
MSTRG.2212	66’497.6059	0.0661	0.1372	13.4948	3.6801E-03	7.8405E-03
ENSG00000117115.13	5.0217	1.0348	0.9485	13.4936	3.6822E-03	7.8443E-03
ENSG00000117407.17	14.4151	1.2663	0.5683	13.4930	3.6832E-03	7.8459E-03
MSTRG.10950	153.1791	-0.6348	0.2652	13.4895	3.6892E-03	7.8579E-03
MSTRG.18645	1’002.3121	-0.3847	0.1370	13.4890	3.6901E-03	7.8591E-03
MSTRG.17094	28’613.2134	-0.1293	0.1197	13.4871	3.6933E-03	7.8652E-03
MSTRG.11248	13’019.1540	0.2295	0.0908	13.4837	3.6991E-03	7.8770E-03
MSTRG.26142	18’085.9212	-0.1802	0.1369	13.4788	3.7077E-03	7.8944E-03
MSTRG.9279	440.8844	-0.1635	0.1334	13.4783	3.7086E-03	7.8956E-03
MSTRG.5881	1’457.6771	0.1062	0.1281	13.4770	3.7108E-03	7.8997E-03
MSTRG.24876	11’344.0973	-0.6476	0.2039	13.4754	3.7135E-03	7.9048E-03
MSTRG.3574	9.1233	-0.3962	0.7083	13.4687	3.7253E-03	7.9291E-03
MSTRG.26441	2’643.0924	0.1685	0.1882	13.4645	3.7325E-03	7.9437E-03
MSTRG.4801	18.7615	-2.7160	0.8722	13.4640	3.7334E-03	7.9449E-03
MSTRG.7512	4’375.2252	-0.4719	0.1312	13.4606	3.7393E-03	7.9569E-03
ENSG00000077942.19	7.5492	7.2591	2.5767	13.4555	3.7484E-03	7.9754E-03
MSTRG.8010	6.7060	3.7186	1.6715	13.4528	3.7530E-03	7.9845E-03
MSTRG.19479	6’039.7312	0.0719	0.2190	13.4476	3.7622E-03	8.0033E-03
MSTRG.14907	1’012.7907	0.1751	0.1287	13.4461	3.7647E-03	8.0081E-03
MSTRG.53	14.9255	0.9641	0.5262	13.4454	3.7660E-03	8.0101E-03
MSTRG.18099	17.4486	-1.9305	0.6119	13.4437	3.7691E-03	8.0158E-03
ENSG00000127528.6	30.1313	0.7551	0.6071	13.4433	3.7698E-03	8.0167E-03
ENSG00000124557.12	25.5210	1.9399	0.5661	13.4424	3.7713E-03	8.0193E-03
ENSG00000183454.18	1.9330	4.3014	2.0487	13.4379	3.7792E-03	8.0353E-03
MSTRG.6358	2’624.3838	0.1013	0.1282	13.4375	3.7800E-03	8.0361E-03
MSTRG.4290	14’735.6114	0.3523	0.1982	13.4373	3.7803E-03	8.0361E-03
MSTRG.25306	228.6140	-0.2985	0.2662	13.4356	3.7834E-03	8.0420E-03
